stop_code,stop_id,stop_lat,stop_lon,stop_name,zone_id
U03057,11443,28.515017,77.252617,Majeedia Hospital,11443
U03067,11444,28.5172,77.2534,Jamia Hamdard Library,11444
U03081,11445,28.519567,77.2543,Guru Ravi Das Ashram / Tughlaqabad Extension,11445
U03107,11446,28.524111,77.25596,Tara Apartment,11446
U03161,11447,28.5256,77.261,Tughlaqabad Extension,11447
U03211,11448,28.527,77.267,DDA Kalkaji Extension,11448
U03217,11449,28.5345,77.2683,C-Lal Chowk,11449
U03203,11450,28.539467,77.266233,Kalkaji Depot,11450
DC0035,11451,28.591283,77.2333,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,11451
U99852A,11452,28.558951,77.296058,Unani Hospital / Okhla Ext Thokar 3,11452
DC3683,11453,28.561467,77.294667,Nai Basti,11453
U03367,11454,28.560917,77.281183,Ansari Health Care,11454
U03333,11455,28.5609,77.2798,Jamiya Millia College,11455
U03282,11456,28.56095,77.275467,Holy Family Hospital,11456
U03257,11457,28.5619,77.2723,Bharat Nagar Crossing,11457
U03238,11458,28.5666,77.269583,Bharat Nagar,11458
U02360,11459,28.698357,77.205678,GTB Nagar,11459
U02719,11460,28.6603086643348,77.2283010257233,Old Delhi Railway Station,11460
DC4968,11461,28.840692,77.127563,Singhola Crossing,11461
DC5081,11462,28.85455,77.12487,Singhu Village Crossing,11462
DC5077,11463,28.85663,77.12452,Singhu Border GT Road,11463
DC5069,11464,28.85781,77.10332,Sec A 5 Crossing Narela,11464
DC5067,11465,28.86122,77.10112,Police Colony Narela,11465
DC5065,11466,28.8644,77.09867,Sec A 5 and 8 Narela Desu Colony,11466
DC5063,11467,28.86122,77.09569,Kanya Gurukul Narela,11467
DC4973,11468,28.838416,77.102104,Narela B599 Raja Harish Chandra Hospital,11468
DC5015,11469,28.851292,77.080299,New Basti Bankner,11469
DC5016,11470,28.850763,77.07721,Bankner Village,11470
DC5019,11471,28.851133,77.073126,Sarvodaya Vidyalaya Bankner,11471
DC5021,11472,28.85183,77.067609,Lampur School,11472
DC5022,11473,28.852384,77.064919,Lampur Village,11473
DC5025,11474,28.856693,77.052374,Lampur Border,11474
U03683,11475,28.643371,77.316656,Maharaj Pur Check Post,11475
U03676,11476,28.641921,77.316118,Gazipur Depot,11476
U03623,11477,28.636133,77.310567,Hasanpur Village,11477
U03587,11478,28.635896,77.308099,Hasanpur Depot,11478
U03469,11479,28.648333,77.294949,JagatpuriF-Block,11479
U03459,11480,28.651588,77.292852,Jagatpuri A Block,11480
U03451,11481,28.655,77.2919,Radheypuri,11481
U03443,11482,28.655933,77.291417,Arjun Nagar,11482
U03412,11483,28.659883,77.28835,East Krishna Nagar,11483
U03392,11484,28.662914,77.286178,Swaran Cinema,11484
U03376,11485,28.666617,77.2832,East Azad Nagar,11485
U03343,11486,28.6678,77.282,Jharkhandi,11486
U03337,11487,28.6708,77.2806,Kanti Nagar Extension,11487
U02655,11488,28.68017,77.223489,IP College,11488
U02299,11489,28.706538,77.20454,Dhaka Village,11489
U02296,11490,28.712,77.2042666666667,Radio Colony,11490
U02294,11491,28.7148,77.204,Nirankari Colony,11491
U02215,11492,28.7208333333333,77.20005,CV Raman ITI,11492
U02158,11493,28.7271,77.1978,Nirankari Sarovar Burari Xing,11493
U02168,11494,28.732241,77.198077,Burari Transport Authourity,11494
U02159,11495,28.735,77.1973,Jharoda Dairy Xing,11495
DC3723,11496,28.741983,77.1978,Sant Nagar Main Market,11496
U02164,11497,28.7447,77.198,Chetan Bihari Mandir Sant Nagar,11497
U02183,11498,28.749,77.1985,Sarvodhya Vidhyalay Burari,11498
U02193,11499,28.754,77.1988,Burari Village,11499
DC0060,11500,28.7563,77.1971,Ekta Garden Harijan Basti,11500
U02077,11501,28.7600333333333,77.1910166666667,Laxmi Vihar,11501
U02029,11502,28.761067,77.188617,Kaushik Enclave,11502
U01938,11503,28.7643,77.1838,Amrit Vihar,11503
DC3797,11504,28.768867,77.180733,Natthupura,11504
DC4361,11505,28.775565,77.179417,Ibrahim Pur More,11505
DC4363,11506,28.779129,77.179635,Keshav Nagar Mukti Ashram,11506
U03436,11507,28.563423,77.291309,Okhla Village,11507
U03409,11508,28.562317,77.2861,Batla House,11508
U02560,11509,28.6367,77.2183,Marina,11509
U02570,11510,28.6415,77.218517,New Delhi Railway Station Gate 1,11510
U02489,11511,28.6449,77.2135,Dispensary Paharganj,11511
U02400,11512,28.646088,77.208137,Police Station Paharganj,11512
U02300,11513,28.646879,77.204151,Jhandewalan,11513
U02241,11514,28.648113,77.200963,Karol Bagh Terminal,11514
U02207,11515,28.648267,77.199017,Faiz Road,11515
U01462,11516,28.660583,77.147367,ESI Dispensary/CGHS Dispensary,11516
DC5017,11517,28.850842,77.076805,Bankner Village,11517
DC5014,11518,28.851418,77.080363,New Basti Bankner,11518
DC5005,11519,28.829124,77.094652,Bhor Garh,11519
DC5003,11520,28.821359,77.100732,DSIDC Narela,11520
DC4999,11521,28.817344,77.1028,Shahpur Garhi,11521
U00566,11522,28.599902,77.061304,Madhu Vihar,11522
U00585,11523,28.597255,77.065344,Dwarka Sec 2-6,11523
U00613,11524,28.595881,77.06927,J M International School,11524
U00719,11525,28.587163,77.086721,Palam Gaon Crossing,11525
DC3631,11526,28.58395,77.091517,Dwarka Flyover Palam Village,11526
U01096A,11527,28.5833752,77.1166377,More Lines,11527
DC3839,11528,28.58705,77.118483,Blood Bank,11528
DC3842,11529,28.58943,77.11972,Kendriya Vidhyalaya,11529
U01142,11530,28.5922,77.1211,Geeta Ashram,11530
U01158,11531,28.5954,77.1227,Sadar Bazar,11531
DC3663,11532,28.599133,77.125683,Chhawni Hospital,11532
U01239,11533,28.5977,77.1292,Kabul Line,11533
U01296,11534,28.5966,77.1347,Shastri Bazar,11534
DC3664,11535,28.596667,77.140783,Sri Nagesh Garden,11535
U01442,11536,28.596667,77.1454,St. Martin School,11536
U02146,11537,28.6226,77.1966,Dr. RML Hospital,11537
U02165,11538,28.624508,77.197924,RML Hospital,11538
U02457,11539,28.6244,77.2112,Patel Chowk,11539
DC3704,11540,28.617483,77.213267,Krishi Bhawan,11540
DC4131,11541,28.619333,77.2176,Le Meridian Hotel,11541
U02597,11542,28.6208,77.2206,Firoz Shah Road,11542
U02711,11543,28.6234,77.2266,Kasturba Gandhi Crossing,11543
U02967,11544,28.639826,77.243667,Delhi Gate / Ambedkar Stadium Terminal,11544
U03010,11545,28.6328,77.2472,Indira Gandhi Stadium,11545
U03018,11546,28.629567,77.247833,ITO Ring Road,11546
DC4203,11547,28.638019324074,77.2526922041963,Delhi Sachivalaya (Rajghat Power House),11547
DC4443,11548,28.545597,76.965275,Shikar Pur Crossing,11548
U02305,11549,28.617513,77.203683,Kendriya Terminal (Church Road),11549
U02345,11550,28.6185,77.206,Gurudwara Rakab Ganj,11550
U01510,11551,28.59015,77.15675,RR Hospital / Maharana Pratap Chowk,11551
U01510AF,11552,28.583678,77.146096,Air Force HQ / Subroto Park,11552
U01385,11553,28.579433,77.145,APS Colony/ Jharera Gaon,11553
U01288,11554,28.566367,77.134283,Shankar Vihar/ National Highway 8,11554
U99910,11555,28.545775,77.123056,Mahipal Pur Crossing NH-8,11555
U01114,11556,28.541953,77.118268,Rang Puri (NH-8),11556
U01071,11557,28.535769,77.112611,Shiv Murti,11557
U00954,11558,28.523139,77.099001,Rajokari Crossing NH-8,11558
U99827,11559,28.534898,77.108437,Shiv Murti / Dwarka More,11559
U99828,11560,28.537322,77.092137,Samalkha Crossing,11560
U99829,11561,28.534542,77.090534,Samalkha Village,11561
U99727,11562,28.528867,77.08675,Kapashera Crossing,11562
U00757,11563,28.5235,77.08325,Kapashera Village,11563
U04003A,11564,28.54735,77.253991,Nehru Place Terminal,11564
U03034,11565,28.54755,77.249444,Nehru Place,11565
U02999,11566,28.552367,77.246167,Sant Nagar,11566
U02940,11567,28.5561,77.2411,Kailash Colony,11567
U02863,11568,28.5588,77.2371,Lady Shri Ram College,11568
U02827,11569,28.5597,77.2335,Central School (KV),11569
U02774,11570,28.566027,77.229627,Andrews Ganj,11570
U02596,11571,28.568367,77.22315,South Extension,11571
U02567,11572,28.568682,77.218314,South Extn Kotla Petrol Pump,11572
U02487,11573,28.568914,77.213693,AIIMS,11573
U02309,11574,28.569541,77.203522,SJ Hospital Ring Road,11574
U02131,11575,28.5692962453425,77.1950392077132,Nauroji Nagar,11575
U01947,11576,28.569743,77.186793,Hyatt Hotel (GAIL),11576
U01924,11577,28.570381,77.182761,RK Puram Sec-12,11577
U01871,11578,28.5723,77.1798,RK Puram Sec-12,11578
U01844,11579,28.5752,77.1778,RK Puram Sec-12,11579
U01802,11580,28.581592,77.174168,South Moti Bagh (Ring Road),11580
U01776,11581,28.584933,77.172167,Moti Bagh Gurudawara Nanakpura,11581
U01750,11582,28.58769,77.170461,Satya Niketan,11582
U01716,11583,28.590383,77.168467,ARSD College (Dhaula Kuan),11583
U01671,11584,28.5985348,77.1633019,Dhaula Kuan,11584
U01489,11585,28.603903,77.155531,R R Lines,11585
U99859,11586,28.605202,77.146802,Garrison Engg.,11586
DC4515,11587,28.6072794,77.1410982,Brar Square,11587
U01208A,11588,28.60535,77.126367,Kirbi Place,11588
U01040,11589,28.611868,77.109342,Nangal Raya Lajwanti Garden,11589
U01025,11590,28.607682,77.104129,D Block Janak Puri (Pankha Road),11590
DC4021,11591,28.5231535784119,76.8993902647887,Rawta Village,11591
DC4022,11592,28.531783,76.9071,Jhuljhuli Crossing,11592
DC4027,11593,28.5947182179689,76.9151624017073,Jaffarpur Kalan RTRM Hospital,11593
DC4029,11594,28.608448,76.94512,Mitraon Village (Kair Village Road),11594
U03732,11595,28.6777630953188,77.3232454571536,Shahdara Border Seemapuri Road,11595
U03754,11596,28.679779,77.324753,J and K Pocket Dilshad Garden,11596
U03772,11597,28.681281,77.328043,Seemapuri Old J / K,11597
U03794,11598,28.684794,77.331346,New Seema Puri Depot Cluster,11598
U03793,22688,28.685631,77.331179,Dilshad Garden Depot Cluster,22688
U03789,11599,28.688212,77.330289,Shalimar Garden More,11599
U03770,11600,28.692877,77.32719,DLF More,11600
DC3794,11601,28.691367,77.324967,Tahir Pur,11601
U03735,11602,28.688813,77.321994,Anand Gram,11602
U03726,11603,28.688673,77.319121,Anand Gram Kusht Ashram,11603
U03669,11604,28.692844,77.315743,Sunder Nagri,11604
U03658,11605,28.695745,77.315146,Gagan Cinema,11605
U03657,11606,28.697499,77.314785,Gagan Cinema (Wazirabad Road),11606
U03634,11607,28.698102,77.311463,Bank Colony,11607
U03582,11608,28.698972,77.306183,Nand Nagri Depot,11608
U03492,11609,28.700066,77.297896,Ashok Nagar / Meet Nagar,11609
U03441,11610,28.700502,77.295585,MIG Flates Loni Road,11610
DC4887,11611,28.699263,77.291784,MIG Flats Loni Road,11611
DC4883,11613,28.691428,77.292048,Jyoti Nagar,11613
DC3987,11614,28.68922,77.291307,Jyoti Nagar / Durga Puri,11614
DC3988,11615,28.6894,77.287,Chhajjupur,11615
DC3989,11616,28.6898,77.283783,Shiv Mandir,11616
DC3990,11617,28.690694,77.279477,Babar Pur Ext Terminal,11617
DC4053,11618,28.694417,77.280517,Vijay Park / Kabir Nagar,11618
DC4054,11619,28.696833,77.281817,Krishna Marg Kardam Puri,11619
DC4055,11620,28.70045,77.283483,C4 Yamuna Vihar Crossing,11620
DC4056,11621,28.70175,77.28245,Gokul Puri,11621
U03648,11622,28.6934,77.31375,Nand Nagari E-Block,11622
U03627,11623,28.691383,77.310483,Nand Nagari Terminal,11623
U01418,11624,28.6604173918537,77.1437698380862,Karampura Terminal,11624
U01454,11625,28.6588833333333,77.1466833333333,Moti Nagar Industrial Area,11625
U01473,11626,28.6575,77.1489,Moti Nagar Industrial Area,11626
U01542,11627,28.6536,77.1553,Shadipur Depot,11627
U02232,11628,28.648374,77.200656,Karol Bagh Terminal,11628
U02311,11629,28.647103,77.2039,Jhandewalan,11629
U02577,11630,28.6416802,77.2185624,New Delhi Railway Station Gate 1,11630
U02564,11631,28.6369,77.2185,Marina,11631
U02622,11632,28.62921,77.221797,Kailash Bhawan,11632
U02668,11633,28.6245,77.2246,Max Mueller Bhawan,11633
U02704,11634,28.6213,77.2264,Bhartiya Vidya Bhawan,11634
U02748,11635,28.617358,77.228653,Baroda House,11635
U02784,11636,28.615895,77.230278,Baroda House,11636
U02838,11637,28.6136,77.2347,National Stadium,11637
U99848,11638,28.609467,77.2379,High Court,11638
U02900,11639,28.608422,77.240216,Zoo,11639
U02924,11640,28.605254,77.240356,Sunder Nagar,11640
NS0265,11641,28.598679,77.240793,Delhi Public School,11641
U02977,11642,28.591455,77.245072,Police Station Nizamuddin (Dargah),11642
U02998,11643,28.589642,77.246307,Nizamuddin Extension,11643
DC4007,11644,28.584883,77.249733,Bhogal (Jungpura),11644
U03045,11645,28.583537,77.25079,Bhogal,11645
U03151,11646,28.570423,77.259919,Ashram Chowk,11646
U03188,11647,28.566306,77.263032,Mata Mandir New Friends Colony,11647
DC3694,11648,28.566738,77.269676,Bharat Nagar,11648
U03258,11649,28.5622,77.2723,Bharat Nagar Crossing,11649
U03277,11650,28.561083,77.275417,Holy Family Hospital,11650
U03336,11651,28.56115,77.280117,Jamiya Millia College,11651
U03358,11652,28.5614,77.2836,Ansari Health Care,11652
U03406,11653,28.5647,77.288,Batla House,11653
U03439,11654,28.563283,77.291386,Okhla Village,11654
DC108,11655,28.5616,77.2945,Nai Basti,11655
U99852,11656,28.55898,77.296216,Unani Hospital / Okhla Ext Thokar 3,11656
U03087,11657,28.547317,77.254033,Nehru Place,11657
U02968,11658,28.543597,77.244165,Pumposh Enclave,11658
U02852,11659,28.54045,77.235833,OS Communication / Masjid Moth,11659
U02676,11660,28.542197,77.224691,Swami Nagar,11660
DC0081,11661,28.542652,77.218522,North Paint Nursing Home,11661
U02513,11662,28.542929,77.215014,Sadhna Enclave,11662
U02339,11663,28.54372,77.205142,Panchsheel Club (Sarv Priya Vihar),11663
U02248,11664,28.5695,77.2014,Raj Nagar,11664
DC4862,11665,28.570583,77.199117,AB Block Sarojini Nagar,11665
DC4863,11666,28.5752,77.199017,PS Sarojini Nagar,11666
DC4864,11667,28.5776,77.198917,Sarojini Nagar Market,11667
DC4865,11668,28.579866,77.199509,Enquiry Office Pilanji Village,11668
DC4866,11669,28.579815,77.204491,Laxmi Bai Nagar,11669
DC5165,11670,28.591505,76.919022,Jaffar Pur Kalan,11670
U00627,11671,28.627428,77.071721,Vikas Puri Crossing,11671
U00673,11672,28.628843,77.07552,Dholi Piao,11672
U00695,11673,28.630165,77.078084,Janak Puri  District Centre,11673
U00776,11674,28.633285302313,77.086332224213,Janakpuri East Nangli Zalib,11674
U00826,11675,28.63410634,77.08877739,Janak Puri Check Post,11675
U00874,11676,28.635538,77.092903,Tilak Nagar Crossing,11676
U00932,11677,28.6366685626427,77.0970603768867,Tilak Nagar Terminal,11677
DC3943,11678,28.6179588796309,77.3365053498808,Sapera Basti Crossing,11678
U03812A,11679,28.614033,77.337349,Mayur Vihar Ph-III,11679
U03823,11680,28.611517,77.3399,CRPF Camp,11680
U03814,11681,28.608467,77.33735,Mayur Vihar Phase III A1 Block,11681
U03798,11682,28.60535,77.333117,Bharti Public School,11682
U03786,11683,28.602883,77.329317,New Kondali A1 Crossing,11683
U03769,11684,28.6017,77.32755,Mayur vihar Phase-III Crossing,11684
U03760,11685,28.601583,77.326033,Mayur vihar Phase-III Crossing,11685
DC4050,11686,28.603149,77.324699,Ganpati Mandir,11686
U03738,11687,28.605066,77.322685,Fire Station,11687
U03709,11688,28.608617,77.319983,Dallu Pura,11688
U03743,11689,28.612978,77.322856,Kondali Old,11689
U03705,11690,28.61462368,77.31924063,Kalyan Puri Crossing,11690
U03678,11691,28.61335,77.3162,Super Bazar,11691
U03638,11692,28.61279,77.312844,Chand Cinema,11692
DC4035,11693,28.6173,77.309633,Lal Bahadur Shashtri Hospital,11693
DC4036,11694,28.61915,77.3089,Kalyan Vas,11694
DC4037,11695,28.620517,77.307533,Radha Swami Satsang,11695
DC4038,11696,28.620115,77.304936,Mayur Vihar Phase 2 (T),11696
DC4575,11697,28.620507,77.29787,East Vinod Nagar (NH24),11697
U03470,11698,28.621767,77.295083,Govt Model School / Ambedkar Park,11698
U03432,11699,28.6199,77.29005,Dharma Apartment,11699
U03391,11700,28.619767,77.285817,Mother Dairy,11700
U03378,11701,28.62085,77.285167,Ganesh Nagar,11701
U03327,11702,28.6271,77.279467,Shakar Pur School Block,11702
U03295,11703,28.629233,77.27735,Laxmi Nagar / Shakarpur Crossing,11703
U03006,11704,28.626394,77.246675,ITO Ring Road,11704
U03007,11705,28.633714,77.246653,IG Stadium,11705
U03004,11706,28.636821,77.246692,Gandhi Darshan,11706
U02969,11707,28.639661,77.243789,Delhi Gate / Ambedkar Stadium Terminal,11707
U02916,11708,28.6414,77.240467,Delhi Gate,11708
U01336,11709,28.667724,77.137508,Punjabi Bagh Terminal,11709
U01375,11710,28.66365,77.140683,New Moti Nagar B Block,11710
U01525,11711,28.6628,77.1535,Campa Cola,11711
U01601,11712,28.665367,77.159933,DCM Chemical,11712
U01640,11713,28.668,77.164283,Zakhira,11713
U01697,11714,28.6714,77.1672,Inderlok,11714
U01834,11715,28.671267,77.176283,Shastri Nagar E Block,11715
U01902,11716,28.670231,77.181136,Shastri Nagar Metro Station,11716
U01940,11717,28.6712,77.18405,Subhadra Colony,11717
U01999,11718,28.67305,77.186467,Shastri Nagar A Block,11718
U02032,11719,28.675,77.1883,Gulabi Bagh,11719
U02036,11720,28.6769833333333,77.1889,Chowki No 2 / Gulabi Bagh Crossing,11720
U02136,11721,28.68035,77.196233,Shakti Nagar Nangia Park,11721
U02252,11722,28.6842833333333,77.2023166666667,Roop Nagar / Kamla Nagar,11722
U02286,11723,28.684767,77.203767,Banglow Road / Police Station Roop Nagar,11723
U02336,11724,28.6865,77.205567,Maurice Nagar II,11724
NS0454,11725,28.6882,77.2063,Doulat Ram College,11725
U02366,11726,28.6891,77.2068,Shri Ram College,11726
U02433,11727,28.694883,77.209683,Khalsa College,11727
U02586,11728,28.703583,77.219917,INMAS,11728
U02607,11729,28.706,77.2211,CGHC Dispensary,11729
DC3777,11730,28.70539,77.223156,Balak Ram Hospital,11730
U02945,11731,28.708955,77.242031,Gurudwara NanakSar,11731
U03039,11732,28.706399,77.250832,Rajeev Nagar (Wazirabad Road),11732
U03176,11733,28.703658,77.26329,Bhajanpura,11733
U03215,11734,28.703815643863,77.2651022724249,Bhajanpura (Karawal Nagar Road),11734
U03246,11735,28.70311,77.270665,B-Block Yamuna Vihar,11735
U03284,11736,28.702743,77.275161,Yamuna Vihar Brij Puri,11736
U03306,11737,28.702421,77.278568,C 4 Yamuna Vihar,11737
U03411,11738,28.701534,77.288114,B R Ambedkar College (Loni Road Xing),11738
U03458,11739,28.700716,77.295277,MIG Flates Loni Road,11739
U03478,11740,28.700269,77.297937,Ashok Nagar / Meet Nagar,11740
U03580,11741,28.699088,77.30674,Nand Nagari Depot,11741
U03628,11742,28.698374,77.311063,Bank Colony,11742
U03677,11743,28.697593,77.315254,Gagan Cinema Wazirabad Road,11743
U03749,11744,28.698744,77.321894,Harsh Vihar Terminal,11744
DC3775,11745,28.676381,77.318153,Jhilmil Crossing GT Road,11745
U00477,11746,28.682077,77.048164,Rajdhani Park,11746
U00442,11747,28.682159,77.041037,Swarn Park,11747
U00430,11748,28.682199,77.036078,Mundka Village Crossing,11748
U00398,11749,28.6822607103131,77.0300988906192,Mundka Village Metro Station,11749
U00380,11750,28.683217,77.017619,Mundka Industrial Area / Shiv Shankar Dharamkanta,11750
U00361,11751,28.683767,77.0114,Mile Stone Factory,11751
U00300,11752,28.684678,77.000986,Hiran Kudna Crossing,11752
DC5049,11753,28.803381,76.997948,Bajitpur Mandir,11753
DC5132,11754,28.808481,77.003252,Bajitpur Village,11754
DC5050,11755,28.808821,77.007671,Nangal Thakran,11755
U99876,11756,28.808967,77.015117,Dariyapur Kalan School,11756
DC3904,11757,28.8066166666667,77.0231166666667,PS Bawana,11757
U00385,11758,28.803894,77.028469,Bawana Depot,11758
U00421,11759,28.800222,77.035528,Bawana Village,11759
U00423,11760,28.796282,77.035817,Bawana School,11760
U00428,11761,28.7942,77.0368,Aditi College Bawana,11761
DC3832,11762,28.78585,77.0414,DSIDC Bawana/ Dhakewala,11762
U00478,11763,28.775033,77.047683,Maharishi Valmiki Hospital,11763
U00487,11764,28.772383,77.048967,Poothkhurd Village,11764
U00494,11765,28.767867,77.049417,Sultan Pur Crossing / Poothkhurd,11765
U00559,11766,28.760383,77.060717,Barwala Village,11766
U00582,11767,28.759233,77.062833,Barwala School,11767
U00643,11768,28.7539,77.072883,Jain Colony,11768
U00684,11769,28.75305,77.07475,Prehladpur School,11769
U00751,11770,28.7512,77.080967,Prehladpur Village,11770
U00746PM,11771,28.749319,77.084811,Prehladpur Crossing,11771
DC5052,11772,28.747934,77.08957,Rohini Sec 27 and 30 Crossing,11772
U00922,11773,28.746757,77.095936,Shahbad Dairy,11773
U00957,11774,28.746012,77.098479,Shahbad Dairy A Block,11774
U00996,11775,28.74574,77.102555,St. Xavier School Shahbad,11775
U01030SB,11776,28.745771,77.107677,Shahbad Daulatpur School,11776
U01061,11777,28.745421,77.111298,Shahbad Daulatpur Gaon,11777
U01094,11778,28.745372,77.116411,Delhi Engg College Shahbad,11778
U01139,11779,28.744197,77.120768,Rohini Sec16 Xing,11779
U01204,11780,28.744021,77.126259,Shri Krishna Apartments,11780
U01255,11781,28.74498,77.130204,Rohini DTC Depot 4,11781
DC4135,11782,28.743222,77.132039,Rohini Sec 18 B-7 Road,11782
DC5122,11783,28.7408560971639,77.1330746829692,Rohini Sec 18 Pocket A,11783
DC5124,11784,28.738982,77.135857,Rohini Sec 18,11784
DC5126,11785,28.735936,77.137677,Rohini Sec 18 B Block,11785
DC5128,11786,28.731914,77.140479,Badli Village,11786
DC5130,11787,28.727526,77.143333,Jail Road Rohini Sec 18,11787
U01451,11788,28.728649,77.146021,Badli Crossing,11788
U01513,11789,28.7310747445116,77.14969427173,Haiderpur Metro Station,11789
DC5111,11790,28.67772,77.22303,Exchange Store (Hill Road),11790
DC5114,11791,28.678372,77.220876,PNB STA Road,11791
DC5115,11792,28.67895,77.21861,Rajpur Road Transport Deptt,11792
DC5118,11793,28.67319,77.216938,MCD Store (Rajpur Road),11793
DC5120,11794,28.66961,77.21753,Aruna Asaf Ali Hospital,11794
U02606,11795,28.6614,77.2211,Novelty Cinema,11795
U03499,11796,28.6451,77.2977,Gagan Vihar,11796
DC4224,11797,28.654383,77.299067,KarKarDooma Court,11797
DC4225,11798,28.661283,77.303517,Suraj Mal Vihar,11798
DC4237,11799,28.666733,77.30465,Satyam Enclave / Jhilmil DDA Flats,11799
DC4238,11800,28.666733,77.307017,PS Vivek Vihar,11800
DC4239,11801,28.666467,77.309633,ESI Hospital,11801
DC4240,11802,28.665467,77.314517,Vivekanand Mahila College,11802
DC4082,11803,28.667933,77.3145,Vivek Vihar Terminal,11803
DC4097,11804,28.6707,77.315833,Vivek Vihar ITI,11804
DC4096,22689,28.669433,77.3187,Girls School Vivek Vihar,22689
DC4241,11805,28.667917,77.321283,Surya Nagar,11805
DC4453,11806,28.569594,76.977464,Purani Basti Rewla Khanpur,11806
DC4451,11807,28.572594,76.980927,Rewla Tajpur Crossing,11807
U00276,11808,28.58579,76.995161,Jhatikara Crossing,11808
